Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Ratio,YearBuilt,x,Y,CouncilArea,Latitude,Longitude,Regionname,Propertycount
Heidelberg Heights,60 McEwan Rd,3,House,705000,PI,Haughton,18/11/2017,8.8,3081,3,1,2,560,98,0.175,1950,City of ,Banyule,City of Banyule,-37.7374,145.0537,Eastern Metropolitan,2947
Heidelberg Heights,26 Altona St,4,House,1320000,S,Nelson,17/03/2018,8.8,3081,4,2,4,811,145,0.178791615,1930,City of ,Banyule,City of Banyule,-37.74724,145.05528,Eastern Metropolitan,2947
Heidelberg Heights,50 Southern Rd,3,House,858000,S,Ray,24/02/2018,8.8,3081,3,2,2,681,200,0.293685756,1955,City of ,Banyule,City of Banyule,-37.7425,145.05316,Eastern Metropolitan,2947
Heidelberg West,21 Pacific Dr,3,House,710000,S,William,10/12/2016,9.4,3081,3,1,1,594,107,0.18013468,,City of ,Banyule,City of Banyule,-37.7385,145.0409,Eastern Metropolitan,2674
Heidelberg West,73 Pacific Dr,3,House,560000,SP,William,3/12/2016,9.4,3081,3,1,1,523,87,0.166347992,1960,City of ,Banyule,City of Banyule,-37.7369,145.0376,Eastern Metropolitan,2674
Heidelberg West,22 Kokoda St,2,House,725000,S,Haughton,27/11/2016,9.4,3081,2,1,3,632,77,0.121835443,1960,City of ,Banyule,City of Banyule,-37.7443,145.0462,Eastern Metropolitan,2674
Heidelberg West,5 Barce Pl,4,House,715000,S,Barry,19/11/2016,9.4,3081,4,2,2,521,196,0.376199616,1990,City of ,Banyule,City of Banyule,-37.738,145.0374,Eastern Metropolitan,2674
Heidelberg West,35 Carbeena Pde,2,House,515500,S,Barry,12/11/2016,9.4,3081,2,1,1,331,111,0.335347432,1960,City of ,Banyule,City of Banyule,-37.7441,145.0379,Eastern Metropolitan,2674
Heidelberg West,186 Oriel Rd,3,House,800000,S,Haughton,12/11/2016,9.4,3081,3,1,3,633,88,0.139020537,1950,City of ,Banyule,City of Banyule,-37.746,145.0422,Eastern Metropolitan,2674
Heidelberg West,59 Alamein Rd,3,House,532000,S,Miles,7/11/2016,9.4,3081,3,1,1,390,86,0.220512821,1955,City of ,Banyule,City of Banyule,-37.7369,145.0422,Eastern Metropolitan,2674
Heidelberg West,29 Morotai Pde,4,House,758000,S,Miles,17/09/2016,9.4,3081,4,1,1,632,152,0.240506329,1955,City of ,Banyule,City of Banyule,-37.7466,145.0428,Eastern Metropolitan,2674
Heidelberg West,111 Ramu Pde,3,House,722000,S,Miles,25/02/2017,9.4,3081,3,1,2,593,99,0.166947723,1950,City of ,Banyule,City of Banyule,-37.7386,145.0387,Eastern Metropolitan,2674
Heidelberg West,23 Redwood St,3,House,691000,S,Haughton,3/09/2016,9.4,3081,2,1,2,624,86,0.137820513,1965,City of ,Banyule,City of Banyule,-37.7456,145.0397,Eastern Metropolitan,2674
Heidelberg West,262 Liberty Pde,3,House,465000,S,Ray,28/08/2016,9.4,3081,2,1,1,413,85,0.205811138,1960,City of ,Banyule,City of Banyule,-37.7399,145.0369,Eastern Metropolitan,2674
Heidelberg West,163 Dougharty Rd,2,House,440500,S,hockingstuart,16/07/2016,9.4,3081,2,1,1,368,81,0.220108696,1955,City of ,Banyule,City of Banyule,-37.7341,145.0434,Eastern Metropolitan,2674
Heidelberg West,523 Waterdale Rd,3,House,480000,PI,Ray,18/06/2016,9.4,3081,3,1,1,338,13,0.038461538,1980,City of ,Banyule,City of Banyule,-37.739,145.0481,Eastern Metropolitan,2674
Heidelberg West,5 Mulberry Pde,3,House,646250,S,Ray,22/05/2016,9.4,3081,3,1,2,616,18,0.029220779,1965,City of ,Banyule,City of Banyule,-37.747,145.0389,Eastern Metropolitan,2674
Heidelberg West,2/287 Liberty Pde,2,Townhouse,370000,VB,Miles,7/05/2016,9.4,3081,2,1,1,100,90,0.9,2013,City of ,Banyule,City of Banyule,-37.7383,145.036,Eastern Metropolitan,2674
Heidelberg West,16 Achilles St,3,House,1375000,PI,Ray,23/04/2016,9.4,3081,3,1,1,368,106,0.288043478,1960,City of ,Banyule,City of Banyule,-37.7344,145.044,Eastern Metropolitan,2674
Heidelberg West,23 Catalina St,2,House,620000,PI,Ray,16/04/2016,9.4,3081,2,1,2,668,88,0.131736527,1950,City of ,Banyule,City of Banyule,-37.7389,145.0393,Eastern Metropolitan,2674
Heidelberg West,15/459 Waterdale Rd,2,Unit,360000,SP,Miles,16/04/2016,9.4,3081,2,1,1,89,85,0.95505618,1970,City of ,Banyule,City of Banyule,-37.7444,145.047,Eastern Metropolitan,2674
Heidelberg West,316 Liberty Pde,2,House,650000,S,Haughton,8/04/2017,9.4,3081,2,1,2,465,81,0.174193548,1960,City of ,Banyule,City of Banyule,-37.7369,145.0371,Eastern Metropolitan,2674
Heidelberg West,25 Mulberry Pde,3,House,855000,S,Barry,8/04/2017,9.4,3081,3,1,2,658,99,0.150455927,1960,City of ,Banyule,City of Banyule,-37.7445,145.0386,Eastern Metropolitan,2674
Heidelberg West,6 Normanby Ct,2,House,613000,S,Barry,13/05/2017,9.4,3081,2,1,0,391,74,0.189258312,1960,City of ,Banyule,City of Banyule,-37.7349,145.0398,Eastern Metropolitan,2674
Heidelberg West,373 Liberty Pde,3,House,640000,S,hockingstuart,20/05/2017,9.4,3081,3,1,2,476,200,0.420168067,1956,City of ,Banyule,City of Banyule,-37.7339,145.0405,Eastern Metropolitan,2674
Heidelberg West,1 Bardia St,3,House,726500,S,William,1/07/2017,8.8,3081,3,1,0,593,95,0.160202361,1950,City of ,Banyule,City of Banyule,-37.7482,145.04073,Eastern Metropolitan,2674
Heidelberg West,312 Liberty Pde,3,House,605000,S,Haughton,27/05/2017,8.8,3081,3,1,2,377,115.96,0.307586207,1960,City of ,Banyule,City of Banyule,-37.73712,145.0369,Eastern Metropolitan,2674
Heidelberg West,314 Liberty Pde,3,House,580000,S,Haughton,27/05/2017,8.8,3081,3,1,2,429,109,0.254079254,1950,City of ,Banyule,City of Banyule,-37.73704,145.03697,Eastern Metropolitan,2674
Heidelberg West,54 Alamein Rd,2,House,580000,S,Harcourts,15/07/2017,8.8,3081,2,1,2,498,75,0.15060241,1955,City of ,Banyule,City of Banyule,-37.73759,145.04236,Eastern Metropolitan,2674
Heidelberg West,6 Setani Cr,2,House,761000,PI,Jellis,21/10/2017,8.8,3081,2,1,0,589,95,0.161290323,1950,City of ,Banyule,City of Banyule,-37.73837,145.04755,Eastern Metropolitan,2674
Heidelberg West,33 Ramu Pde,4,House,645000,S,Fletchers,18/11/2017,8.8,3081,4,2,0,408,113,0.276960784,1950,City of ,Banyule,City of Banyule,-37.7362,145.0439,Eastern Metropolitan,2674
Highett,2/25 Wilson St,2,Unit,645000,S,Hodges,1/07/2017,16,3190,2,1,1,105,64,0.60952381,1970,City of ,Bayside,City of Bayside,-37.94887,145.02647,Southern Metropolitan,4794
Highett,8 Sydenham St,3,House,1600000,S,hockingstuart,27/05/2017,16,3190,3,2,3,598,137,0.22909699,1960,City of ,Bayside,City of Bayside,-37.95357,145.02651,Southern Metropolitan,4794
Highett,33 Haynes St,4,House,1820000,S,hockingstuart,8/07/2017,16,3190,4,2,2,680,680,1,2006,City of ,Bayside,City of Bayside,-37.94882,145.03111,Southern Metropolitan,4794
Highett,10 Haynes St,4,House,1535000,S,Thomson,22/07/2017,16,3190,4,2,2,719,719,1,1998,City of ,Bayside,City of Bayside,-37.94999,145.03122,Southern Metropolitan,4794
Highett,1/12 Jillian Av,3,Townhouse,1200000,S,Charlton,29/07/2017,16,3190,3,1,2,269,125,0.464684015,2000,City of ,Bayside,City of Bayside,-37.94775,145.02379,Southern Metropolitan,4794
Highett,1/1 Peterson St,3,Townhouse,1030000,PI,Hodges,29/07/2017,16,3190,3,2,2,240,180,0.75,2006,City of ,Bayside,City of Bayside,-37.9461,145.02432,Southern Metropolitan,4794
Highett,31 The Crescent,4,Townhouse,1200000,S,hockingstuart,29/07/2017,16,3190,4,2,2,304,183,0.601973684,2007,City of ,Bayside,City of Bayside,-37.94633,145.04947,Southern Metropolitan,4794
Highett,46 Wilson St,2,House,1150000,PI,hockingstuart,29/07/2017,16,3190,2,1,2,591,100,0.169204738,1950,City of ,Bayside,City of Bayside,-37.94763,145.02717,Southern Metropolitan,4794
Highett,14 Ashwood Av,4,House,1550000,PI,Charlton,9/09/2017,16,3190,4,2,2,613,187,0.305057096,1960,City of ,Bayside,City of Bayside,-37.94957,145.0246,Southern Metropolitan,4794
Highett,13 Train St,5,House,1225000,S,Buxton,19/08/2017,16,3190,5,2,2,506,210,0.415019763,1950,City of ,Bayside,City of Bayside,-37.94708,145.04056,Southern Metropolitan,4794
Highett,17 Nicol St,4,House,1911000,S,Buxton,23/09/2017,16,3190,4,3,2,616,302,0.49025974,2005,City of ,Bayside,City of Bayside,-37.94964,145.02753,Southern Metropolitan,4794
Highett,8 Monamie Av,2,House,900000,PI,Charlton,28/10/2017,16,3190,2,1,1,723,92,0.12724758,1950,City of ,Bayside,City of Bayside,-37.9458,145.03799,Southern Metropolitan,4794
Highett,24 View St,5,House,1776000,S,Hodges,28/10/2017,16,3190,5,3,2,501,312,0.622754491,2015,City of ,Bayside,City of Bayside,-37.94996,145.0452,Southern Metropolitan,4794
Highett,188 Wickham Rd,3,House,1100000,S,Obrien,28/10/2017,16,3190,3,2,1,635,109,0.171653543,1950,City of ,Bayside,City of Bayside,-37.94612,145.04873,Southern Metropolitan,4794
Highett,25 Haynes St,3,House,1430000,S,Hodges,6/01/2018,16,3190,3,2,2,728,137,0.188186813,1960,City of ,Bayside,City of Bayside,-37.94938,145.03099,Southern Metropolitan,4794
Highett,23 Middleton St,3,House,1410000,S,Buxton,3/02/2018,16,3190,3,2,2,633,172,0.271721959,1940,City of ,Bayside,City of Bayside,-37.95049,145.03915,Southern Metropolitan,4794
Highett,52 Ashwood Av,3,Townhouse,870000,S,Buxton,24/02/2018,16,3190,3,1,2,238,137,0.575630252,1970,City of ,Bayside,City of Bayside,-37.94703,145.02513,Southern Metropolitan,4794
Highett,13 Cloyne St,3,House,1280000,PI,Buxton,24/02/2018,16,3190,3,1,1,643,103,0.160186625,1950,City of ,Bayside,City of Bayside,-37.95408,145.03569,Southern Metropolitan,4794
Highett,38 Nicol St,4,House,1650000,SP,Buxton,24/02/2018,16,3190,4,2,2,589,158,0.268251273,1950,City of ,Bayside,City of Bayside,-37.94832,145.02815,Southern Metropolitan,4794
Hillside,3 Sage Cl,5,House,650500,SP,YPA,1/07/2017,18,3037,5,2,2,615,213,0.346341463,2007,City of ,Brimbank,City of Brimbank,-37.68455,144.73272,Western Metropolitan,5556
Hillside,4 Whitmore Pl,3,House,485000,SP,Brad,3/06/2017,18,3037,3,2,1,453,153,0.337748344,1997,City of ,Brimbank,City of Brimbank,-37.68811,144.74999,Western Metropolitan,5556
Hillside,20 Cuthbert Dr,3,House,660000,S,Barry,24/06/2017,18,3037,3,2,2,666,193,0.28978979,2002,City of ,Brimbank,City of Brimbank,-37.68381,144.73331,Western Metropolitan,5556
Hillside,10 Chris Ct,4,House,677000,S,Barry,27/05/2017,18,3037,4,2,2,661,196,0.296520424,1999,City of ,Brimbank,City of Brimbank,-37.69655,144.75538,Western Metropolitan,5556
Hillside,10 View Ct,4,House,737500,S,Brad,27/05/2017,18,3037,4,2,2,704,230,0.326704545,2004,City of ,Brimbank,City of Brimbank,-37.68175,144.74087,Western Metropolitan,5556
Hillside,96 Glenbruar Dr,4,House,580000,SP,YPA,12/08/2017,18,3037,4,2,2,600,174,0.29,2002,City of ,Brimbank,City of Brimbank,-37.6844,144.75595,Western Metropolitan,5556
Hillside,93 Saronvale Cr,4,House,700000,PI,Barry,22/07/2017,18,3037,4,2,4,788,236,0.299492386,1995,City of ,Brimbank,City of Brimbank,-37.68974,144.75225,Western Metropolitan,5556
Hillside,20 Viridian Dr,4,House,618350,S,YPA,29/07/2017,18,3037,4,2,2,542,221,0.407749077,2009,City of ,Brimbank,City of Brimbank,-37.68104,144.74608,Western Metropolitan,5556
Hillside,110 Allenby Rd,4,House,628000,S,Barry,16/09/2017,18,3037,4,2,1,480,120,0.25,2003,City of ,Brimbank,City of Brimbank,-37.70228,144.74316,Western Metropolitan,5556
Hillside,3 Dryburgh Pl,3,House,645500,S,Prof.,16/09/2017,18,3037,3,2,2,719,155,0.215577191,2000,City of ,Brimbank,City of Brimbank,-37.6883,144.74225,Western Metropolitan,5556
Hillside,3 Silvana Wy,3,House,478000,S,Barry,19/08/2017,18,3037,3,1,1,318,118,0.371069182,2003,City of ,Brimbank,City of Brimbank,-37.70388,144.75259,Western Metropolitan,5556
Hillside,5 Palm Cl,4,House,681000,S,Barry,28/10/2017,18,3037,4,2,2,666,191,0.286786787,1997,City of ,Brimbank,City of Brimbank,-37.69618,144.74584,Western Metropolitan,5556
Hillside,13 Penshurst Ct,4,House,682100,S,HAR,28/10/2017,18,3037,4,2,4,735,159,0.216326531,1995,City of ,Brimbank,City of Brimbank,-37.69768,144.74959,Western Metropolitan,5556
Hillside,24 Wellington Dr,5,House,680000,PI,Barry,18/11/2017,18,3037,5,3,2,710,273,0.384507042,1998,City of ,Brimbank,City of Brimbank,-37.6843,144.7357,Western Metropolitan,5556
Hillside,12 Cynthia Ct,4,House,666000,S,Barry,6/01/2018,18,3037,4,2,2,651,194,0.298003072,2000,City of ,Brimbank,City of Brimbank,-37.69477,144.75519,Western Metropolitan,5556
Hillside,66 Royal Cr,5,House,700000,S,Prof.,6/01/2018,18,3037,5,2,2,727,244,0.33562586,1999,City of ,Brimbank,City of Brimbank,-37.68359,144.74067,Western Metropolitan,5556
Hillside,17 Saronvale Cr,3,House,610000,PI,Barry,9/12/2017,18,3037,3,2,2,812,152,0.187192118,1992,City of ,Brimbank,City of Brimbank,-37.69215,144.75163,Western Metropolitan,5556
Hillside,10 Highbury Dr,4,House,680000,S,O'Brien,10/02/2018,18,3037,4,2,3,680,265,0.389705882,2006,City of ,Brimbank,City of Brimbank,-37.68197,144.73107,Western Metropolitan,5556
Hillside,83 Royal Cr,5,House,740000,S,Prof.,3/03/2018,18,3037,4,3,2,720,296,0.411111111,1998,City of ,Brimbank,City of Brimbank,-37.68369,144.74022,Western Metropolitan,5556
Hillside,33 Allenby Rd,5,House,650000,PI,Barry,17/03/2018,18,3037,5,2,2,666,157,0.235735736,1998,City of ,Brimbank,City of Brimbank,-37.70382,144.75342,Western Metropolitan,5556
Hillside,175 Community Hub,4,House,640000,PI,Prof.,17/03/2018,18,3037,4,2,4,650,180,0.276923077,2001,City of ,Brimbank,City of Brimbank,-37.69971,144.74623,Western Metropolitan,5556
Hillside,22 Penlow Ct,3,House,550000,SP,Prof.,17/03/2018,18,3037,3,2,1,474,159,0.335443038,1995,City of ,Brimbank,City of Brimbank,-37.68944,144.74707,Western Metropolitan,5556
Hillside,20 Bellevue Bvd,4,House,765000,S,Barry,24/02/2018,18,3037,4,2,2,760,201,0.264473684,1998,City of ,Brimbank,City of Brimbank,-37.69011,144.7373,Western Metropolitan,5556
Hillside,10 Castlewellan Bvd,6,House,950000,PI,Barry,24/02/2018,18,3037,6,3,3,2000,290,0.145,1995,City of ,Brimbank,City of Brimbank,-37.69332,144.7305,Western Metropolitan,5556
Hillside,11 The Parks,4,House,840000,S,Barry,24/02/2018,18,3037,4,3,3,619,275,0.444264943,2011,City of ,Brimbank,City of Brimbank,-37.69012,144.74385,Western Metropolitan,5556
Hoppers Crossing,22 Strang St,3,House,555500,S,hockingstuart,3/06/2017,18.4,3029,3,2,1,557,136,0.244165171,1971,City of ,Wyndham,City of Wyndham,-37.87498,144.69617,Western Metropolitan,13830
Hoppers Crossing,2 Bowden St,3,House,555000,S,hockingstuart,17/06/2017,18.4,3029,3,2,4,615,115,0.18699187,,City of ,Wyndham,City of Wyndham,-37.86659,144.69959,Western Metropolitan,13830
Hoppers Crossing,138 Bellbridge Dr,3,House,520000,SP,Barry,27/05/2017,18.4,3029,3,2,2,530,169,0.318867925,1999,City of ,Wyndham,City of Wyndham,-37.86713,144.71086,Western Metropolitan,13830
Hoppers Crossing,9 Hawthorn Dr,3,House,505000,S,Sweeney,27/05/2017,18.4,3029,3,1,1,663,142,0.214177979,1995,City of ,Wyndham,City of Wyndham,-37.86658,144.71221,Western Metropolitan,13830
Hoppers Crossing,10 Kelwin Ct,4,House,680000,VB,hockingstuart,27/05/2017,18.4,3029,4,2,3,800,158,0.1975,1990,City of ,Wyndham,City of Wyndham,-37.87051,144.7141,Western Metropolitan,13830
Hoppers Crossing,38 MacEdon St,3,House,442500,S,Greg,27/05/2017,18.4,3029,3,1,2,537,121.84,0.22689013,1980,City of ,Wyndham,City of Wyndham,-37.87016,144.70606,Western Metropolitan,13830
Hoppers Crossing,30 Don Av,3,House,536500,S,Reliance,15/07/2017,18.4,3029,3,2,4,578,129.7,0.224394464,1972,City of ,Wyndham,City of Wyndham,-37.87326,144.69103,Western Metropolitan,13830
Hoppers Crossing,46 Bourke Cr,3,House,520000,S,LJ,22/07/2017,18.4,3029,3,1,0,609,109,0.178981938,1986,City of ,Wyndham,City of Wyndham,-37.86991,144.68607,Western Metropolitan,13830
Hoppers Crossing,2 Burge Cr,4,House,650000,SP,Triwest,22/07/2017,18.4,3029,4,2,2,680,205,0.301470588,1985,City of ,Wyndham,City of Wyndham,-37.86821,144.69566,Western Metropolitan,13830
Hoppers Crossing,7 Brooke Ct,3,House,540000,S,Ray,29/07/2017,18.4,3029,3,2,2,580,200,0.344827586,1990,City of ,Wyndham,City of Wyndham,-37.87447,144.66771,Western Metropolitan,13830
Hoppers Crossing,22 Claremont Cr,3,House,510000,S,Reliance,9/09/2017,18.4,3029,3,1,2,600,129,0.215,1975,City of ,Wyndham,City of Wyndham,-37.8835,144.68447,Western Metropolitan,13830
Hoppers Crossing,9 Matthew Cl,4,House,525000,SP,One,16/09/2017,18.4,3029,4,2,2,452,134,0.296460177,1993,City of ,Wyndham,City of Wyndham,-37.87517,144.67094,Western Metropolitan,13830
Hoppers Crossing,22 Roseland Cr,3,House,520000,S,Reliance,19/08/2017,18.4,3029,3,1,2,538,112,0.208178439,1980,City of ,Wyndham,City of Wyndham,-37.88531,144.68431,Western Metropolitan,13830
Hoppers Crossing,1 Albion Ct,3,House,650000,S,Purplebricks,23/09/2017,18.4,3029,3,2,2,913,174,0.190580504,,City of ,Wyndham,City of Wyndham,-37.85152,144.70802,Western Metropolitan,13830
Hoppers Crossing,26 Abbotswood Dr,4,House,602000,S,hockingstuart,26/08/2017,18.4,3029,4,2,2,603,150,0.248756219,1985,City of ,Wyndham,City of Wyndham,-37.84958,144.67154,Western Metropolitan,13830
Hoppers Crossing,80 Judkins Av,4,House,567000,PI,hockingstuart,26/08/2017,18.4,3029,4,2,3,632,180,0.284810127,1985,City of ,Wyndham,City of Wyndham,-37.86495,144.69719,Western Metropolitan,13830
Hoppers Crossing,8 Doynton Pde,4,House,750000,S,hockingstuart,7/10/2017,18.4,3029,4,1,2,800,500,0.625,,City of ,Wyndham,City of Wyndham,-37.88129,144.69422,Western Metropolitan,13830
Hoppers Crossing,36 Barber Dr,4,House,525000,SP,Greg,14/10/2017,18.4,3029,4,1,2,589,111,0.188455008,1980,City of ,Wyndham,City of Wyndham,-37.86993,144.68008,Western Metropolitan,13830
Hoppers Crossing,11 Beckford Cl,4,House,565000,S,YPA,14/10/2017,18.4,3029,4,2,2,595,152,0.255462185,1990,City of ,Wyndham,City of Wyndham,-37.85075,144.67383,Western Metropolitan,13830
Hoppers Crossing,56 Dowling Av,4,House,660000,S,hockingstuart,21/10/2017,18.4,3029,4,2,2,690,171,0.247826087,1995,City of ,Wyndham,City of Wyndham,-37.86376,144.67717,Western Metropolitan,13830
Hoppers Crossing,136 Kingston Bvd,3,House,615000,S,Barry,21/10/2017,18.4,3029,3,2,2,600,151,0.251666667,2000,City of ,Wyndham,City of Wyndham,-37.85701,144.70883,Western Metropolitan,13830
Hoppers Crossing,53 Marlborough Cr,4,House,530000,S,RW,21/10/2017,18.4,3029,4,2,2,562,144,0.256227758,1976,City of ,Wyndham,City of Wyndham,-37.88976,144.68211,Western Metropolitan,13830
Hoppers Crossing,16 Roberts Av,4,House,580000,SP,Barry,21/10/2017,18.4,3029,4,2,2,627,202,0.322169059,1996,City of ,Wyndham,City of Wyndham,-37.86983,144.70095,Western Metropolitan,13830
Hoppers Crossing,8 Sierra Ct,3,House,541000,S,hockingstuart,21/10/2017,18.4,3029,3,1,2,568,108,0.190140845,1971,City of ,Wyndham,City of Wyndham,-37.87864,144.6842,Western Metropolitan,13830
Hoppers Crossing,13 Banksia Cr,3,House,500000,SA,Ray,28/10/2017,18.4,3029,3,1,3,650,118,0.181538462,1980,City of ,Wyndham,City of Wyndham,-37.86045,144.68482,Western Metropolitan,13830
Hoppers Crossing,6 Clay Av,3,House,525000,SP,Greg,28/10/2017,18.4,3029,3,2,2,591,119,0.201353638,1972,City of ,Wyndham,City of Wyndham,-37.87295,144.69098,Western Metropolitan,13830
Hoppers Crossing,7 Melaleuca Dr,3,House,515000,SP,Barry,28/10/2017,18.4,3029,3,1,2,688,127,0.184593023,1990,City of ,Wyndham,City of Wyndham,-37.85703,144.68212,Western Metropolitan,13830
Hoppers Crossing,11 Buckhurst Wy,4,House,551500,S,Barry,11/11/2017,18.4,3029,4,2,4,421,151,0.358669834,1996,City of ,Wyndham,City of Wyndham,-37.8484,144.6748,Western Metropolitan,13830
Hoppers Crossing,13 Quarrion Ct,3,House,585000,S,YPA,11/11/2017,18.4,3029,3,3,3,466,127,0.272532189,1998,City of ,Wyndham,City of Wyndham,-37.8512,144.6753,Western Metropolitan,13830
Hoppers Crossing,8 Elmes Ct,4,House,693000,S,hockingstuart,18/11/2017,18.4,3029,4,2,2,933,217,0.232583065,1987,City of ,Wyndham,City of Wyndham,-37.8707,144.6813,Western Metropolitan,13830
Hoppers Crossing,133 Mossfiel Dr,3,Unit,441000,S,hockingstuart,25/11/2017,18.4,3029,3,1,1,294,112,0.380952381,1990,City of ,Wyndham,City of Wyndham,-37.8666,144.6904,Western Metropolitan,13830
Hoppers Crossing,10 Harris Av,3,House,505000,S,LJ,6/01/2018,18.4,3029,3,1,1,552,112,0.202898551,1990,City of ,Wyndham,City of Wyndham,-37.87401,144.69803,Western Metropolitan,13830
Hoppers Crossing,156 Mossfiel Dr,3,House,570000,S,Barry,9/12/2017,18.4,3029,3,2,2,626,137,0.21884984,1980,City of ,Wyndham,City of Wyndham,-37.86569,144.69104,Western Metropolitan,13830
Hoppers Crossing,17 Bernhardt Av,3,House,795000,S,Barry,10/02/2018,18.4,3029,3,2,4,941,160,0.170031881,1985,City of ,Wyndham,City of Wyndham,-37.88685,144.69052,Western Metropolitan,13830
Hoppers Crossing,4 Tallong Ct,3,House,556000,S,Sweeney,10/02/2018,18.4,3029,3,2,2,685,115,0.167883212,1990,City of ,Wyndham,City of Wyndham,-37.85713,144.68278,Western Metropolitan,13830
Hoppers Crossing,111 Bethany Rd,3,House,620000,SP,Commercial,3/03/2018,18.4,3029,3,2,2,571,158,0.276707531,2002,City of ,Wyndham,City of Wyndham,-37.85402,144.67333,Western Metropolitan,13830
Hoppers Crossing,25 Hampstead Dr,3,House,691000,S,Ray,3/03/2018,18.4,3029,3,1,6,709,150,0.211565585,1986,City of ,Wyndham,City of Wyndham,-37.88137,144.69321,Western Metropolitan,13830
Hoppers Crossing,49 Strathmore Cr,3,House,630000,PI,Greg,3/03/2018,18.4,3029,3,2,6,548,147,0.268248175,1990,City of ,Wyndham,City of Wyndham,-37.8787,144.68653,Western Metropolitan,13830
Hoppers Crossing,19 Warringa Cr,3,House,531000,SP,PSP,3/03/2018,18.4,3029,3,1,0,537,130,0.242085661,1985,City of ,Wyndham,City of Wyndham,-37.88248,144.69335,Western Metropolitan,13830
Hoppers Crossing,35 Woolpack St,4,House,600500,S,hockingstuart,3/03/2018,18.4,3029,4,2,2,545,182,0.333944954,2000,City of ,Wyndham,City of Wyndham,-37.86782,144.6696,Western Metropolitan,13830
Hoppers Crossing,32 Sier Av,3,House,428000,S,Sweeney,10/03/2018,18.4,3029,3,2,1,410,109,0.265853659,1980,City of ,Wyndham,City of Wyndham,-37.86608,144.68721,Western Metropolitan,13830
Hoppers Crossing,13 Doris Dr,4,House,571000,S,Ray,17/02/2018,18.4,3029,4,2,0,531,190,0.357815443,1992,City of ,Wyndham,City of Wyndham,-37.87477,144.66815,Western Metropolitan,13830
Hoppers Crossing,27 Warringa Cr,3,House,610000,S,Barry,17/02/2018,18.4,3029,3,2,4,551,154,0.279491833,1975,City of ,Wyndham,City of Wyndham,-37.88291,144.69264,Western Metropolitan,13830
Hoppers Crossing,10 Derrimut Rd,3,House,482500,S,Greg,17/03/2018,18.4,3029,3,1,6,624,112,0.179487179,1980,City of ,Wyndham,City of Wyndham,-37.89091,144.68096,Western Metropolitan,13830
Hoppers Crossing,7 McMillan Ct,3,House,530000,S,hockingstuart,17/03/2018,18.4,3029,3,1,3,748,122,0.163101604,1990,City of ,Wyndham,City of Wyndham,-37.86505,144.69352,Western Metropolitan,13830
Hoppers Crossing,27 Quarrion Ct,3,House,473000,S,YPA,17/03/2018,18.4,3029,3,2,1,392,108,0.275510204,2000,City of ,Wyndham,City of Wyndham,-37.85095,144.67452,Western Metropolitan,13830
Hoppers Crossing,8 Stella Wy,3,House,475000,S,Wyndham,17/03/2018,18.4,3029,3,1,1,345,180,0.52173913,2003,City of ,Wyndham,City of Wyndham,-37.87161,144.69305,Western Metropolitan,13830
Hoppers Crossing,9 Arundel Ct,3,House,470000,VB,Raine,24/02/2018,18.4,3029,3,1,4,589,95,0.161290323,1986,City of ,Wyndham,City of Wyndham,-37.86588,144.70966,Western Metropolitan,13830
Hoppers Crossing,2 Talina Cl,3,House,520000,S,Barry,24/02/2018,18.4,3029,3,2,2,460,121,0.263043478,1990,City of ,Wyndham,City of Wyndham,-37.87263,144.66732,Western Metropolitan,13830
Hughesdale,8 Bowmore St,4,House,1745000,S,Woodards,10/12/2016,13,3166,4,2,1,547,185,0.33820841,1925,City of ,Monash,City of Monash,-37.9002,145.0768,Southern Metropolitan,3145
Hughesdale,20 Dalston Rd,3,House,1340000,S,Ray,3/12/2016,13,3166,3,1,1,705,128,0.181560284,1920,City of ,Monash,City of Monash,-37.8994,145.0816,Southern Metropolitan,3145
Hughesdale,14 Bowmore St,4,House,1700000,S,Ray,12/11/2016,13,3166,4,2,2,545,180,0.330275229,1940,City of ,Monash,City of Monash,-37.9002,145.0773,Southern Metropolitan,3145
Hughesdale,22 Skipton Rd,4,House,1337000,S,Ray,15/10/2016,13,3166,4,1,2,696,100,0.143678161,1930,City of ,Monash,City of Monash,-37.8991,145.0804,Southern Metropolitan,3145
Hughesdale,19 Canterbury St,3,House,1055000,S,Woodards,8/10/2016,13,3166,3,1,1,562,97,0.172597865,1930,City of ,Monash,City of Monash,-37.9022,145.0811,Southern Metropolitan,3145
Hughesdale,5/7 Warrigal Rd,2,Unit,400000,PI,Ray,17/09/2016,13,3166,2,1,1,100,88,0.88,1975,City of ,Monash,City of Monash,-37.8945,145.0876,Southern Metropolitan,3145
Hughesdale,4/89 Kangaroo Rd,2,Unit,623000,S,Ray,10/09/2016,13,3166,2,1,1,101,90,0.891089109,1970,City of ,Monash,City of Monash,-37.8988,145.0781,Southern Metropolitan,3145
Hughesdale,3 Paget St,4,House,2120000,S,Woodards,10/09/2016,13,3166,4,2,2,847,315,0.371900826,1925,City of ,Monash,City of Monash,-37.8927,145.0781,Southern Metropolitan,3145
Hughesdale,18 Paget St,2,House,1550000,S,Woodards,3/09/2016,13,3166,2,1,1,732,97,0.132513661,1950,City of ,Monash,City of Monash,-37.8931,145.0791,Southern Metropolitan,3145
